periodName,period,value,year,seriesID,region
April,04,7.9,2011,LAURD820000000000003,2
March,03,8.5,2011,LAURD820000000000003,2
February,02,8.9,2011,LAURD820000000000003,2
January,01,9.1,2011,LAURD820000000000003,2
December,12,8.2,2010,LAURD820000000000003,2
November,11,8.4,2010,LAURD820000000000003,2
October,10,8.2,2010,LAURD820000000000003,2
September,09,8.3,2010,LAURD820000000000003,2
August,08,8.6,2010,LAURD820000000000003,2
July,07,8.9,2010,LAURD820000000000003,2
June,06,8.6,2010,LAURD820000000000003,2
May,05,8.6,2010,LAURD820000000000003,2
April,04,8.6,2010,LAURD820000000000003,2
March,03,9.3,2010,LAURD820000000000003,2
February,02,9.7,2010,LAURD820000000000003,2
January,01,9.7,2010,LAURD820000000000003,2
December,12,8.7,2009,LAURD820000000000003,2
November,11,8.5,2009,LAURD820000000000003,2
October,10,8.6,2009,LAURD820000000000003,2
September,09,8.6,2009,LAURD820000000000003,2
August,08,8.6,2009,LAURD820000000000003,2
July,07,8.8,2009,LAURD820000000000003,2
June,06,8.6,2009,LAURD820000000000003,2
May,05,8.2,2009,LAURD820000000000003,2
April,04,7.8,2009,LAURD820000000000003,2
March,03,8.3,2009,LAURD820000000000003,2
February,02,8.3,2009,LAURD820000000000003,2
January,01,7.8,2009,LAURD820000000000003,2
December,12,6.4,2008,LAURD820000000000003,2
November,11,5.8,2008,LAURD820000000000003,2
October,10,5.5,2008,LAURD820000000000003,2
September,09,5.4,2008,LAURD820000000000003,2
August,08,5.5,2008,LAURD820000000000003,2
July,07,5.5,2008,LAURD820000000000003,2
June,06,5.1,2008,LAURD820000000000003,2
May,05,4.9,2008,LAURD820000000000003,2
April,04,4.5,2008,LAURD820000000000003,2
March,03,5.1,2008,LAURD820000000000003,2
February,02,5.3,2008,LAURD820000000000003,2
January,01,5.4,2008,LAURD820000000000003,2
December,12,4.6,2007,LAURD820000000000003,2
November,11,4.2,2007,LAURD820000000000003,2
October,10,4.2,2007,LAURD820000000000003,2
September,09,4.3,2007,LAURD820000000000003,2
August,08,4.4,2007,LAURD820000000000003,2
July,07,4.8,2007,LAURD820000000000003,2
June,06,4.4,2007,LAURD820000000000003,2
May,05,4.2,2007,LAURD820000000000003,2
April,04,4.1,2007,LAURD820000000000003,2
March,03,4.4,2007,LAURD820000000000003,2
February,02,4.8,2007,LAURD820000000000003,2
January,01,5.0,2007,LAURD820000000000003,2
December,12,4.0,2006,LAURD820000000000003,2
November,11,4.1,2006,LAURD820000000000003,2
October,10,3.9,2006,LAURD820000000000003,2
September,09,4.2,2006,LAURD820000000000003,2
August,08,4.6,2006,LAURD820000000000003,2
July,07,5.0,2006,LAURD820000000000003,2
June,06,4.7,2006,LAURD820000000000003,2
May,05,4.6,2006,LAURD820000000000003,2
April,04,4.6,2006,LAURD820000000000003,2
March,03,4.9,2006,LAURD820000000000003,2
February,02,5.3,2006,LAURD820000000000003,2
January,01,5.2,2006,LAURD820000000000003,2
December,12,4.6,2005,LAURD820000000000003,2
November,11,4.9,2005,LAURD820000000000003,2
October,10,4.6,2005,LAURD820000000000003,2
September,09,4.8,2005,LAURD820000000000003,2
August,08,4.6,2005,LAURD820000000000003,2
July,07,5.0,2005,LAURD820000000000003,2
June,06,4.8,2005,LAURD820000000000003,2
May,05,4.6,2005,LAURD820000000000003,2
April,04,4.6,2005,LAURD820000000000003,2
March,03,5.1,2005,LAURD820000000000003,2
February,02,5.6,2005,LAURD820000000000003,2
January,01,5.5,2005,LAURD820000000000003,2
December,12,4.9,2004,LAURD820000000000003,2
November,11,4.8,2004,LAURD820000000000003,2
October,10,4.9,2004,LAURD820000000000003,2
September,09,4.9,2004,LAURD820000000000003,2
August,08,5.2,2004,LAURD820000000000003,2
July,07,5.6,2004,LAURD820000000000003,2
June,06,5.6,2004,LAURD820000000000003,2
May,05,5.3,2004,LAURD820000000000003,2
April,04,5.4,2004,LAURD820000000000003,2
March,03,6.2,2004,LAURD820000000000003,2
February,02,6.3,2004,LAURD820000000000003,2
January,01,6.6,2004,LAURD820000000000003,2
December,12,5.5,2003,LAURD820000000000003,2
November,11,5.7,2003,LAURD820000000000003,2
October,10,5.7,2003,LAURD820000000000003,2
September,09,5.8,2003,LAURD820000000000003,2
August,08,5.9,2003,LAURD820000000000003,2
July,07,6.2,2003,LAURD820000000000003,2
June,06,6.2,2003,LAURD820000000000003,2
May,05,5.8,2003,LAURD820000000000003,2
April,04,5.8,2003,LAURD820000000000003,2
March,03,6.3,2003,LAURD820000000000003,2
February,02,6.6,2003,LAURD820000000000003,2
January,01,6.7,2003,LAURD820000000000003,2
December,12,5.9,2002,LAURD820000000000003,2
November,11,5.8,2002,LAURD820000000000003,2
October,10,5.5,2002,LAURD820000000000003,2
September,09,5.4,2002,LAURD820000000000003,2
August,08,5.6,2002,LAURD820000000000003,2
July,07,6.0,2002,LAURD820000000000003,2
June,06,5.9,2002,LAURD820000000000003,2
May,05,5.7,2002,LAURD820000000000003,2
April,04,5.8,2002,LAURD820000000000003,2
March,03,6.3,2002,LAURD820000000000003,2
February,02,6.4,2002,LAURD820000000000003,2
January,01,6.5,2002,LAURD820000000000003,2
December,12,10.4,2011,LAURD890000000000003,9
November,11,10.4,2011,LAURD890000000000003,9
October,10,10.5,2011,LAURD890000000000003,9
September,09,10.7,2011,LAURD890000000000003,9
August,08,11.1,2011,LAURD890000000000003,9
July,07,11.3,2011,LAURD890000000000003,9
June,06,11.2,2011,LAURD890000000000003,9
May,05,10.7,2011,LAURD890000000000003,9
April,04,10.8,2011,LAURD890000000000003,9
March,03,11.4,2011,LAURD890000000000003,9
February,02,11.6,2011,LAURD890000000000003,9
January,01,11.9,2011,LAURD890000000000003,9
December,12,11.4,2010,LAURD890000000000003,9
November,11,11.6,2010,LAURD890000000000003,9
October,10,11.2,2010,LAURD890000000000003,9
September,09,11.2,2010,LAURD890000000000003,9
August,08,11.5,2010,LAURD890000000000003,9
July,07,11.7,2010,LAURD890000000000003,9
June,06,11.4,2010,LAURD890000000000003,9
May,05,11.1,2010,LAURD890000000000003,9
April,04,11.4,2010,LAURD890000000000003,9
March,03,12.1,2010,LAURD890000000000003,9
February,02,12.2,2010,LAURD890000000000003,9
January,01,12.3,2010,LAURD890000000000003,9
December,12,11.4,2009,LAURD890000000000003,9
November,11,11.2,2009,LAURD890000000000003,9
October,10,11.1,2009,LAURD890000000000003,9
September,09,11.0,2009,LAURD890000000000003,9
August,08,11.0,2009,LAURD890000000000003,9
July,07,11.1,2009,LAURD890000000000003,9
June,06,10.9,2009,LAURD890000000000003,9
May,05,10.3,2009,LAURD890000000000003,9
April,04,10.1,2009,LAURD890000000000003,9
March,03,10.6,2009,LAURD890000000000003,9
February,02,10.3,2009,LAURD890000000000003,9
January,01,9.8,2009,LAURD890000000000003,9
December,12,8.5,2008,LAURD890000000000003,9
November,11,8.0,2008,LAURD890000000000003,9
October,10,7.5,2008,LAURD890000000000003,9
September,09,7.1,2008,LAURD890000000000003,9
August,08,7.2,2008,LAURD890000000000003,9
July,07,7.1,2008,LAURD890000000000003,9
June,06,6.6,2008,LAURD890000000000003,9
May,05,6.1,2008,LAURD890000000000003,9
April,04,5.8,2008,LAURD890000000000003,9
March,03,6.3,2008,LAURD890000000000003,9
February,02,6.1,2008,LAURD890000000000003,9
January,01,6.2,2008,LAURD890000000000003,9
December,12,5.6,2007,LAURD890000000000003,9
November,11,5.4,2007,LAURD890000000000003,9
October,10,5.1,2007,LAURD890000000000003,9
September,09,5.1,2007,LAURD890000000000003,9
August,08,5.2,2007,LAURD890000000000003,9
July,07,5.4,2007,LAURD890000000000003,9
June,06,5.1,2007,LAURD890000000000003,9
May,05,4.7,2007,LAURD890000000000003,9
April,04,4.9,2007,LAURD890000000000003,9
March,03,5.2,2007,LAURD890000000000003,9
February,02,5.4,2007,LAURD890000000000003,9
January,01,5.5,2007,LAURD890000000000003,9
December,12,4.7,2006,LAURD890000000000003,9
November,11,4.8,2006,LAURD890000000000003,9
October,10,4.4,2006,LAURD890000000000003,9
September,09,4.6,2006,LAURD890000000000003,9
August,08,4.9,2006,LAURD890000000000003,9
July,07,5.2,2006,LAURD890000000000003,9
June,06,4.9,2006,LAURD890000000000003,9
May,05,4.6,2006,LAURD890000000000003,9
April,04,4.9,2006,LAURD890000000000003,9
March,03,5.2,2006,LAURD890000000000003,9
February,02,5.4,2006,LAURD890000000000003,9
January,01,5.4,2006,LAURD890000000000003,9
December,12,5.0,2005,LAURD890000000000003,9
November,11,5.3,2005,LAURD890000000000003,9
October,10,5.0,2005,LAURD890000000000003,9
September,09,5.1,2005,LAURD890000000000003,9
August,08,5.2,2005,LAURD890000000000003,9
July,07,5.5,2005,LAURD890000000000003,9
June,06,5.4,2005,LAURD890000000000003,9
May,05,5.1,2005,LAURD890000000000003,9
April,04,5.4,2005,LAURD890000000000003,9
March,03,5.9,2005,LAURD890000000000003,9
February,02,6.2,2005,LAURD890000000000003,9
January,01,6.2,2005,LAURD890000000000003,9
December,12,5.7,2004,LAURD890000000000003,9
November,11,5.9,2004,LAURD890000000000003,9
October,10,5.7,2004,LAURD890000000000003,9
September,09,5.6,2004,LAURD890000000000003,9
August,08,5.9,2004,LAURD890000000000003,9
July,07,6.4,2004,LAURD890000000000003,9
June,06,6.4,2004,LAURD890000000000003,9
May,05,6.0,2004,LAURD890000000000003,9
April,04,6.3,2004,LAURD890000000000003,9
March,03,7.0,2004,LAURD890000000000003,9
February,02,6.9,2004,LAURD890000000000003,9
January,01,7.2,2004,LAURD890000000000003,9
December,12,6.4,2003,LAURD890000000000003,9
November,11,6.7,2003,LAURD890000000000003,9
October,10,6.5,2003,LAURD890000000000003,9
September,09,6.6,2003,LAURD890000000000003,9
August,08,6.9,2003,LAURD890000000000003,9
July,07,7.2,2003,LAURD890000000000003,9
June,06,7.3,2003,LAURD890000000000003,9
May,05,6.6,2003,LAURD890000000000003,9
April,04,6.9,2003,LAURD890000000000003,9
March,03,7.3,2003,LAURD890000000000003,9
February,02,7.3,2003,LAURD890000000000003,9
January,01,7.5,2003,LAURD890000000000003,9
December,12,6.7,2002,LAURD890000000000003,9
November,11,6.8,2002,LAURD890000000000003,9
October,10,6.4,2002,LAURD890000000000003,9
September,09,6.3,2002,LAURD890000000000003,9
August,08,6.7,2002,LAURD890000000000003,9
July,07,6.9,2002,LAURD890000000000003,9
June,06,6.8,2002,LAURD890000000000003,9
May,05,6.3,2002,LAURD890000000000003,9
April,04,6.8,2002,LAURD890000000000003,9
March,03,7.1,2002,LAURD890000000000003,9
February,02,7.1,2002,LAURD890000000000003,9
January,01,7.3,2002,LAURD890000000000003,9
December,12,6.9,2011,LAURD870000000000003,7
November,11,6.9,2011,LAURD870000000000003,7
October,10,7.3,2011,LAURD870000000000003,7
September,09,7.6,2011,LAURD870000000000003,7
August,08,7.8,2011,LAURD870000000000003,7
July,07,8.1,2011,LAURD870000000000003,7
June,06,8.2,2011,LAURD870000000000003,7
May,05,7.5,2011,LAURD870000000000003,7
April,04,7.3,2011,LAURD870000000000003,7
March,03,7.6,2011,LAURD870000000000003,7
February,02,7.9,2011,LAURD870000000000003,7
January,01,8.3,2011,LAURD870000000000003,7
December,12,7.7,2010,LAURD870000000000003,7
November,11,7.9,2010,LAURD870000000000003,7
October,10,7.7,2010,LAURD870000000000003,7
September,09,7.9,2010,LAURD870000000000003,7
August,08,8.1,2010,LAURD870000000000003,7
July,07,8.2,2010,LAURD870000000000003,7
June,06,8.3,2010,LAURD870000000000003,7
May,05,7.7,2010,LAURD870000000000003,7
April,04,7.6,2010,LAURD870000000000003,7
March,03,8.0,2010,LAURD870000000000003,7
February,02,8.2,2010,LAURD870000000000003,7
January,01,8.5,2010,LAURD870000000000003,7
December,12,7.7,2009,LAURD870000000000003,7
November,11,7.6,2009,LAURD870000000000003,7
October,10,7.8,2009,LAURD870000000000003,7
September,09,8.0,2009,LAURD870000000000003,7
August,08,8.1,2009,LAURD870000000000003,7
July,07,8.2,2009,LAURD870000000000003,7
June,06,8.2,2009,LAURD870000000000003,7
May,05,7.2,2009,LAURD870000000000003,7
April,04,6.2,2009,LAURD870000000000003,7
March,03,6.5,2009,LAURD870000000000003,7
February,02,6.5,2009,LAURD870000000000003,7
January,01,6.5,2009,LAURD870000000000003,7
December,12,5.5,2008,LAURD870000000000003,7
November,11,5.2,2008,LAURD870000000000003,7
October,10,5.1,2008,LAURD870000000000003,7
September,09,5.0,2008,LAURD870000000000003,7
August,08,5.1,2008,LAURD870000000000003,7
July,07,5.1,2008,LAURD870000000000003,7
June,06,5.0,2008,LAURD870000000000003,7
May,05,4.3,2008,LAURD870000000000003,7
April,04,3.8,2008,LAURD870000000000003,7
March,03,4.2,2008,LAURD870000000000003,7
February,02,4.3,2008,LAURD870000000000003,7
January,01,4.6,2008,LAURD870000000000003,7
December,12,4.2,2007,LAURD870000000000003,7
November,11,4.1,2007,LAURD870000000000003,7
October,10,4.0,2007,LAURD870000000000003,7
September,09,4.3,2007,LAURD870000000000003,7
August,08,4.4,2007,LAURD870000000000003,7
July,07,4.7,2007,LAURD870000000000003,7
June,06,4.8,2007,LAURD870000000000003,7
May,05,4.1,2007,LAURD870000000000003,7
April,04,4.0,2007,LAURD870000000000003,7
March,03,4.2,2007,LAURD870000000000003,7
February,02,4.6,2007,LAURD870000000000003,7
January,01,4.8,2007,LAURD870000000000003,7
December,12,4.1,2006,LAURD870000000000003,7
November,11,4.4,2006,LAURD870000000000003,7
October,10,4.3,2006,LAURD870000000000003,7
September,09,4.6,2006,LAURD870000000000003,7
August,08,4.8,2006,LAURD870000000000003,7
July,07,5.1,2006,LAURD870000000000003,7
June,06,5.3,2006,LAURD870000000000003,7
May,05,4.8,2006,LAURD870000000000003,7
April,04,4.6,2006,LAURD870000000000003,7
March,03,4.8,2006,LAURD870000000000003,7
February,02,5.1,2006,LAURD870000000000003,7
January,01,5.3,2006,LAURD870000000000003,7
December,12,5.1,2005,LAURD870000000000003,7
November,11,5.7,2005,LAURD870000000000003,7
October,10,5.6,2005,LAURD870000000000003,7
September,09,5.8,2005,LAURD870000000000003,7
August,08,5.4,2005,LAURD870000000000003,7
July,07,5.6,2005,LAURD870000000000003,7
June,06,5.7,2005,LAURD870000000000003,7
May,05,5.2,2005,LAURD870000000000003,7
April,04,5.1,2005,LAURD870000000000003,7
March,03,5.3,2005,LAURD870000000000003,7
February,02,5.8,2005,LAURD870000000000003,7
January,01,5.9,2005,LAURD870000000000003,7
December,12,5.4,2004,LAURD870000000000003,7
November,11,5.5,2004,LAURD870000000000003,7
October,10,5.4,2004,LAURD870000000000003,7
September,09,5.5,2004,LAURD870000000000003,7
August,08,5.7,2004,LAURD870000000000003,7
July,07,6.0,2004,LAURD870000000000003,7
June,06,6.4,2004,LAURD870000000000003,7
May,05,5.7,2004,LAURD870000000000003,7
April,04,5.6,2004,LAURD870000000000003,7
March,03,6.1,2004,LAURD870000000000003,7
February,02,6.0,2004,LAURD870000000000003,7
January,01,6.5,2004,LAURD870000000000003,7
December,12,5.7,2003,LAURD870000000000003,7
November,11,6.0,2003,LAURD870000000000003,7
October,10,6.0,2003,LAURD870000000000003,7
September,09,6.4,2003,LAURD870000000000003,7
August,08,6.6,2003,LAURD870000000000003,7
July,07,6.9,2003,LAURD870000000000003,7
June,06,7.4,2003,LAURD870000000000003,7
May,05,6.4,2003,LAURD870000000000003,7
April,04,6.2,2003,LAURD870000000000003,7
March,03,6.4,2003,LAURD870000000000003,7
February,02,6.5,2003,LAURD870000000000003,7
January,01,6.8,2003,LAURD870000000000003,7
December,12,6.0,2002,LAURD870000000000003,7
November,11,6.1,2002,LAURD870000000000003,7
October,10,5.8,2002,LAURD870000000000003,7
September,09,5.9,2002,LAURD870000000000003,7
August,08,6.2,2002,LAURD870000000000003,7
July,07,6.4,2002,LAURD870000000000003,7
June,06,6.6,2002,LAURD870000000000003,7
May,05,5.9,2002,LAURD870000000000003,7
April,04,5.9,2002,LAURD870000000000003,7
March,03,5.9,2002,LAURD870000000000003,7
February,02,5.9,2002,LAURD870000000000003,7
January,01,6.3,2002,LAURD870000000000003,7
December,12,8.2,2011,LAURD860000000000003,6
November,11,8.2,2011,LAURD860000000000003,6
October,10,8.8,2011,LAURD860000000000003,6
September,09,9.2,2011,LAURD860000000000003,6
August,08,9.4,2011,LAURD860000000000003,6
July,07,9.8,2011,LAURD860000000000003,6
June,06,10.1,2011,LAURD860000000000003,6
May,05,9.4,2011,LAURD860000000000003,6
April,04,9.2,2011,LAURD860000000000003,6
March,03,9.8,2011,LAURD860000000000003,6
February,02,10.3,2011,LAURD860000000000003,6
January,01,10.5,2011,LAURD860000000000003,6
December,12,9.6,2010,LAURD860000000000003,6
November,11,9.7,2010,LAURD860000000000003,6
October,10,9.4,2010,LAURD860000000000003,6
September,09,9.5,2010,LAURD860000000000003,6
August,08,9.7,2010,LAURD860000000000003,6
July,07,9.9,2010,LAURD860000000000003,6
June,06,10.1,2010,LAURD860000000000003,6
May,05,9.8,2010,LAURD860000000000003,6
April,04,9.9,2010,LAURD860000000000003,6
March,03,10.9,2010,LAURD860000000000003,6
February,02,11.5,2010,LAURD860000000000003,6
January,01,11.6,2010,LAURD860000000000003,6
December,12,10.6,2009,LAURD860000000000003,6
November,11,10.1,2009,LAURD860000000000003,6
October,10,10.5,2009,LAURD860000000000003,6
September,09,10.5,2009,LAURD860000000000003,6
August,08,10.7,2009,LAURD860000000000003,6
July,07,11.0,2009,LAURD860000000000003,6
June,06,11.2,2009,LAURD860000000000003,6
May,05,10.4,2009,LAURD860000000000003,6
April,04,9.8,2009,LAURD860000000000003,6
March,03,10.4,2009,LAURD860000000000003,6
February,02,10.3,2009,LAURD860000000000003,6
January,01,9.6,2009,LAURD860000000000003,6
December,12,7.9,2008,LAURD860000000000003,6
November,11,6.9,2008,LAURD860000000000003,6
October,10,6.6,2008,LAURD860000000000003,6
September,09,6.6,2008,LAURD860000000000003,6
August,08,6.6,2008,LAURD860000000000003,6
July,07,6.7,2008,LAURD860000000000003,6
June,06,6.5,2008,LAURD860000000000003,6
May,05,5.8,2008,LAURD860000000000003,6
April,04,5.0,2008,LAURD860000000000003,6
March,03,5.6,2008,LAURD860000000000003,6
February,02,5.7,2008,LAURD860000000000003,6
January,01,5.7,2008,LAURD860000000000003,6
December,12,5.2,2007,LAURD860000000000003,6
November,11,4.7,2007,LAURD860000000000003,6
October,10,4.7,2007,LAURD860000000000003,6
September,09,4.8,2007,LAURD860000000000003,6
August,08,4.8,2007,LAURD860000000000003,6
July,07,5.0,2007,LAURD860000000000003,6
June,06,5.0,2007,LAURD860000000000003,6
May,05,4.4,2007,LAURD860000000000003,6
April,04,4.3,2007,LAURD860000000000003,6
March,03,4.8,2007,LAURD860000000000003,6
February,02,5.4,2007,LAURD860000000000003,6
January,01,5.5,2007,LAURD860000000000003,6
December,12,4.7,2006,LAURD860000000000003,6
November,11,4.7,2006,LAURD860000000000003,6
October,10,4.5,2006,LAURD860000000000003,6
September,09,4.9,2006,LAURD860000000000003,6
August,08,5.3,2006,LAURD860000000000003,6
July,07,5.7,2006,LAURD860000000000003,6
June,06,5.7,2006,LAURD860000000000003,6
May,05,5.0,2006,LAURD860000000000003,6
April,04,5.0,2006,LAURD860000000000003,6
March,03,5.4,2006,LAURD860000000000003,6
February,02,5.9,2006,LAURD860000000000003,6
January,01,5.9,2006,LAURD860000000000003,6
December,12,5.4,2005,LAURD860000000000003,6
November,11,5.6,2005,LAURD860000000000003,6
October,10,5.5,2005,LAURD860000000000003,6
September,09,5.6,2005,LAURD860000000000003,6
August,08,5.4,2005,LAURD860000000000003,6
July,07,5.6,2005,LAURD860000000000003,6
June,06,6.0,2005,LAURD860000000000003,6
May,05,5.4,2005,LAURD860000000000003,6
April,04,5.2,2005,LAURD860000000000003,6
March,03,5.8,2005,LAURD860000000000003,6
February,02,6.3,2005,LAURD860000000000003,6
January,01,6.2,2005,LAURD860000000000003,6
December,12,5.4,2004,LAURD860000000000003,6
November,11,5.4,2004,LAURD860000000000003,6
October,10,5.4,2004,LAURD860000000000003,6
September,09,5.4,2004,LAURD860000000000003,6
August,08,5.5,2004,LAURD860000000000003,6
July,07,5.8,2004,LAURD860000000000003,6
June,06,5.9,2004,LAURD860000000000003,6
May,05,5.2,2004,LAURD860000000000003,6
April,04,5.1,2004,LAURD860000000000003,6
March,03,5.8,2004,LAURD860000000000003,6
February,02,5.9,2004,LAURD860000000000003,6
January,01,6.2,2004,LAURD860000000000003,6
December,12,5.4,2003,LAURD860000000000003,6
November,11,5.7,2003,LAURD860000000000003,6
October,10,5.7,2003,LAURD860000000000003,6
September,09,5.7,2003,LAURD860000000000003,6
August,08,6.0,2003,LAURD860000000000003,6
July,07,6.3,2003,LAURD860000000000003,6
June,06,6.8,2003,LAURD860000000000003,6
May,05,5.8,2003,LAURD860000000000003,6
April,04,5.6,2003,LAURD860000000000003,6
March,03,5.9,2003,LAURD860000000000003,6
February,02,6.2,2003,LAURD860000000000003,6
January,01,6.3,2003,LAURD860000000000003,6
December,12,5.6,2002,LAURD860000000000003,6
November,11,5.4,2002,LAURD860000000000003,6
October,10,5.2,2002,LAURD860000000000003,6
September,09,5.2,2002,LAURD860000000000003,6
August,08,5.5,2002,LAURD860000000000003,6
July,07,5.7,2002,LAURD860000000000003,6
June,06,5.9,2002,LAURD860000000000003,6
May,05,5.2,2002,LAURD860000000000003,6
April,04,5.4,2002,LAURD860000000000003,6
March,03,6.1,2002,LAURD860000000000003,6
February,02,6.4,2002,LAURD860000000000003,6
January,01,6.7,2002,LAURD860000000000003,6
